"bkxbq","bkxcr","bkxwp","bxqsq","cntxt","katri","rimmx","wkna8","wknck","wkpos","class"
"f","t","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","t","f","f","f","n","f","f","t","t",2
"f","t","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","t","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","t","t","f","f","n","f","f","t","t",2
"f","t","t","f","f","n","f","f","t","t",2
"f","t","t","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","f","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","t","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","t","f","f","f","n","f","f","t","t",2
"t","t","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","t","t","f","f","n","f","f","t","t",2
"t","t","t","f","f","n","f","f","t","t",2
"t","t","t","f","f","n","f","f","t","t",2
"t","t","t","f","f","n","f","f","t","t",2
"t","t","t","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","t","f","f","f","n","f","f","t","t",2
"f","t","t","f","f","n","f","f","t","t",2
"f","t","t","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","t","f","f","f","n","f","f","t","t",2
"t","t","f","f","f","n","f","f","t","t",2
"t","t","t","f","f","n","f","f","t","t",2
"t","t","t","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","t","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","t","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","t","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","t","f","f","f","n","f","f","t","t",2
"f","t","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","t","t","f","f","n","f","f","t","t",2
"f","t","t","f","f","n","f","f","t","t",2
"f","t","t","f","f","n","f","f","t","t",2
"f","t","t","f","f","n","f","f","t","t",2
"f","t","t","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"t","t","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","t","f","f","f","n","f","f","t","t",2
"t","t","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","t","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","t","f","f","f","n","f","f","t","t",2
"t","t","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","t","f","f","f","n","f","f","t","t",2
"t","t","f","f","f","n","f","f","t","t",2
"t","t","t","f","f","n","f","f","t","t",2
"t","t","t","f","f","n","f","f","t","t",2
"t","t","t","f","f","n","f","f","t","t",2
"t","t","t","f","f","n","f","f","t","t",2
"t","t","t","f","f","n","f","f","t","t",2
"t","t","t","f","f","n","f","f","t","t",2
"t","t","t","f","f","n","f","f","t","t",2
"t","t","t","f","f","n","f","f","t","t",2
"t","t","t","f","f","n","f","f","t","t",2
"t","t","t","f","f","n","f","f","t","t",2
"t","t","t","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","f","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"t","f","f","f","f","n","f","f","t","t",2
"f","f","f","f","f","w","f","t","f","f",2
"f","f","f","f","f","w","f","t","f","f",2
"f","t","f","f","f","b","f","t","f","f",2
"f","t","f","f","f","n","f","t","f","f",2
"f","t","f","f","f","n","f","t","f","f",2
"f","t","f","f","f","b","f","t","f","f",2
"f","t","f","f","f","b","f","t","f","f",2
"f","f","f","f","f","w","f","t","f","f",2
"f","t","f","f","f","w","f","t","f","f",2
"f","t","f","f","f","n","f","t","f","f",2
"f","f","f","f","f","w","f","t","f","f",2
"f","f","f","f","f","w","f","t","f","f",2
"f","f","f","f","f","w","f","t","f","f",2
"f","t","f","f","f","w","f","t","f","f",2
"f","f","f","f","f","w","f","t","f","f",2
"f","f","f","f","f","w","f","t","f","f",2
"f","f","f","f","f","w","f","t","f","f",2
"f","t","f","f","f","n","f","t","f","f",2
"f","f","f","f","f","w","f","t","f","f",2
"f","f","f","f","f","w","f","t","f","f",2
"f","t","f","f","f","w","f","t","f","f",2
"f","t","t","f","f","w","f","t","f","f",2
"f","t","f","f","f","b","f","t","f","f",2
"f","t","f","f","f","n","f","t","f","f",2
"f","t","f","f","f","n","f","t","f","f",2
"f","t","f","f","f","b","f","t","f","f",2
"f","t","f","f","f","n","f","t","f","f",2
"f","t","f","f","f","b","f","t","f","f",2
"f","t","f","f","f","b","f","t","f","f",2
"f","t","f","f","f","n","f","t","f","f",2
"f","t","f","f","f","b","f","t","f","f",2
"f","t","f","f","f","n","f","t","f","f",2
"f","t","f","f","f","n","f","t","f","f",2
"f","t","f","f","f","b","f","t","f","f",2
"f","t","t","f","f","w","f","t","f","f",2
"f","t","t","f","f","w","f","t","f","f",2
"f","t","t","f","f","w","f","t","f","f",2
"f","t","f","f","f","n","f","t","f","f",2
"f","t","f","f","f","b","f","t","f","f",2
"f","t","f","f","f","b","f","t","f","f",2
"f","t","f","f","f","n","f","t","f","f",2
"f","t","f","f","f","b","f","t","f","f",2
"f","t","f","f","f","n","f","t","f","f",2
