"bkxbq","bkxwp","bxqsq","hdchk","katri","mulch","r2ar8","rimmx","wkna8","wknck","class"
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","t","f","f","n","f","t","f","f","t",2
"f","t","f","f","n","f","t","f","f","t",2
"f","t","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","f",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","f","f","f","t",2
"t","t","f","f","n","f","t","f","f","t",2
"t","t","f","f","n","f","t","f","f","t",2
"t","t","f","f","n","f","t","f","f","t",2
"t","t","f","f","n","f","t","f","f","t",2
"t","t","f","f","n","f","f","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","f","f","f","t",2
"f","f","f","f","n","f","f","f","f","t",2
"f","f","f","f","n","f","f","f","f","t",2
"f","f","f","f","n","f","f","f","f","t",2
"f","f","f","f","n","f","f","f","f","t",2
"f","t","f","f","n","f","t","f","f","t",2
"f","t","f","f","n","f","f","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","f","f","f","t",2
"t","f","f","f","n","f","f","f","f","t",2
"t","f","f","f","n","t","f","f","f","t",2
"t","f","f","f","n","t","f","f","f","t",2
"t","f","f","f","n","f","f","f","f","t",2
"t","f","f","f","n","f","f","f","f","t",2
"t","f","f","f","n","f","f","f","f","t",2
"t","t","f","f","n","f","t","f","f","t",2
"t","t","f","f","n","f","f","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","t","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","t","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","f","f","f","t",2
"f","f","f","f","n","f","f","f","f","t",2
"f","f","f","f","n","f","f","f","f","t",2
"f","f","f","f","n","f","f","f","f","t",2
"f","f","f","f","n","f","f","f","f","t",2
"f","f","f","f","n","f","f","f","f","t",2
"f","f","f","f","n","f","f","f","f","t",2
"f","f","f","f","n","f","f","f","f","t",2
"f","f","f","f","n","f","f","f","f","t",2
"f","f","f","f","n","f","f","f","f","t",2
"f","f","f","f","n","f","f","f","f","t",2
"f","f","f","f","n","f","f","f","f","t",2
"f","f","f","f","n","f","f","f","f","t",2
"f","f","f","f","n","f","f","f","f","t",2
"f","f","f","f","n","f","f","f","f","t",2
"f","f","f","f","n","f","f","f","f","t",2
"f","f","f","f","n","f","f","f","f","t",2
"f","t","f","f","n","f","t","f","f","t",2
"f","t","f","f","n","f","t","f","f","t",2
"f","t","f","f","n","f","t","f","f","t",2
"f","t","f","f","n","f","f","f","f","t",2
"f","t","f","f","n","f","f","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","t","t","f","f","t",2
"t","f","f","f","n","t","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","t","t","f","f","t",2
"t","f","f","f","n","t","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","t","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","t","f","f","f","t",2
"t","f","f","f","n","t","f","f","f","t",2
"t","f","f","f","n","t","f","f","f","t",2
"t","f","f","f","n","f","f","f","f","t",2
"t","f","f","f","n","f","f","f","f","t",2
"t","f","f","f","n","t","f","f","f","t",2
"t","f","f","f","n","f","f","f","f","t",2
"t","f","f","f","n","f","f","f","f","t",2
"t","f","f","f","n","f","f","f","f","t",2
"t","f","f","f","n","f","f","f","f","t",2
"t","f","f","f","n","f","f","f","f","t",2
"t","f","f","f","n","f","f","f","f","t",2
"t","t","f","f","n","f","t","f","f","t",2
"t","t","f","f","n","f","t","f","f","t",2
"t","t","f","f","n","f","t","f","f","t",2
"t","t","f","f","n","t","t","f","f","t",2
"t","t","f","f","n","t","t","f","f","t",2
"t","t","f","f","n","f","t","f","f","t",2
"t","t","f","f","n","f","t","f","f","t",2
"t","t","f","f","n","f","f","f","f","t",2
"t","t","f","f","n","f","f","f","f","t",2
"t","t","f","f","n","f","f","f","f","t",2
"t","t","f","f","n","f","f","f","f","t",2
"f","f","f","f","n","f","t","f","f","f",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","f","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","f","t","f","f","t",2
"f","f","f","f","n","t","f","f","f","t",2
"f","f","f","f","n","f","f","f","f","t",2
"t","f","f","f","n","f","t","f","f","t",2
"t","f","f","f","n","f","f","f","f","t",2
"f","f","f","f","w","f","t","f","t","f",2
"f","f","f","f","w","f","t","f","t","f",2
"f","f","f","f","b","f","t","f","t","f",2
"f","f","f","f","n","f","t","f","t","f",2
"f","f","f","f","n","f","t","f","t","f",2
"f","f","f","f","b","f","t","f","t","f",2
"f","f","f","f","b","f","t","f","t","f",2
"f","f","f","f","w","f","t","f","t","f",2
"f","f","f","f","w","f","t","f","t","f",2
"f","f","f","f","n","f","t","f","t","f",2
"f","f","f","f","w","f","t","f","t","f",2
"f","f","f","f","w","f","t","f","t","f",2
"f","f","f","f","w","f","t","f","t","f",2
"f","f","f","f","w","f","t","f","t","f",2
"f","f","f","f","w","f","f","f","t","f",2
"f","f","f","f","w","f","f","f","t","f",2
"f","f","f","f","w","f","f","f","t","f",2
"f","f","f","f","n","f","f","f","t","f",2
"f","f","f","f","w","f","f","f","t","f",2
"f","f","f","f","w","f","f","f","t","f",2
"f","f","f","f","w","f","f","f","t","f",2
"f","t","f","f","w","f","t","f","t","f",2
"f","f","f","f","b","f","t","f","t","f",2
"f","f","f","f","n","f","t","f","t","f",2
"f","f","f","f","n","f","t","f","t","f",2
"f","f","f","f","b","f","t","f","t","f",2
"f","f","f","f","n","f","t","f","t","f",2
"f","f","f","f","b","f","t","f","t","f",2
"f","f","f","f","b","f","t","f","t","f",2
"f","f","f","f","n","f","t","f","t","f",2
"f","f","f","f","b","f","t","f","t","f",2
"f","f","f","f","n","f","t","f","t","f",2
"f","f","f","f","n","f","f","f","t","f",2
"f","f","f","f","b","f","f","f","t","f",2
"f","t","f","f","w","f","t","f","t","f",2
"f","t","f","f","w","f","t","f","t","f",2
"f","t","f","f","w","f","f","f","t","f",2
"f","f","f","f","n","f","t","f","t","f",2
"f","f","f","f","b","f","t","f","t","f",2
"f","f","f","f","b","f","t","f","t","f",2
"f","f","f","f","n","f","t","f","t","f",2
"f","f","f","t","b","t","t","f","t","f",2
"f","f","f","t","n","t","t","f","t","f",2
